id,title,director,movice_type,producer_country,language,release_time,film_length,score,comment_num
30396443,特种部队：蛇眼起源 Snake Eyes: G.I. Joe Origins,罗伯特·斯文克,"动作,科幻,冒险","加拿大,美国",英语,2021-11-05(中国大陆),122分钟,4.3,15391
26289138,李雷和韩梅梅,杨永春,"剧情,喜剧,爱情",中国大陆,汉语普通话,2017-06-09(中国大陆),90分钟,3.6,34968
3032552,魔幻手机,,"喜剧,奇幻",中国大陆,汉语普通话,,,8.4,67231
26298756,无心法师,,"剧情,奇幻",中国大陆,汉语普通话,,,8.3,123739
1299624,半生缘 半生緣,许鞍华,"剧情,爱情","中国香港,中国大陆","粤语,汉语普通话",1997-09-12(中国大陆),126分钟,7.9,79127
1793903,幻影凶间 1408,米凯尔·哈弗斯特罗姆,"悬疑,恐怖,奇幻",美国,英语,2007-06-22(美国),104 分钟,7.6,146971
27135473,阳台上,张猛,剧情,中国大陆,汉语普通话,2019-03-15(中国大陆),100分钟,5.7,45014
26757373,捉迷藏,刘杰,"悬疑,惊悚,犯罪",中国大陆,汉语普通话,2016-11-04(中国大陆),105分钟,5.4,43196
24743712,有种你爱我,李欣蔓,"喜剧,爱情",中国大陆,汉语普通话,2015-02-06(中国大陆),105分钟,4.6,49023
3026357,老爷车 Gran Torino,克林特·伊斯特伍德,剧情,"美国,德国","英语,苗语",2008-12-12(美国),116 分钟,8.6,88630
1297102,天生一对 The Parent Trap,南希·迈耶斯,"喜剧,爱情,家庭,儿童",美国,"英语,法语",1998-07-29(美国),127分钟,8.4,167782
2350904,电锯惊魂5 Saw V,大卫·海克尔,"悬疑,惊悚,恐怖","美国,加拿大",英语,2008-10-24(美国),92分钟,7.8,101537
6021916,温暖的尸体 Warm Bodies,乔纳森·莱文,"喜剧,爱情,恐怖","美国,加拿大",英语,2013-02-14(中国香港),98分钟,7.5,121519
1308111,钟无艳 鍾無艷,杜琪峰,"喜剧,奇幻,古装",中国香港,粤语,2001-01-18(中国香港),123分钟,7.0,91592
30345226,若能与你共乘海浪之上 きみと、波にのれたら,汤浅政明,"爱情,动画,奇幻",日本,日语,2019-12-07(中国大陆),96分钟,7.0,44079
3711760,倩女幽魂,叶伟信,"剧情,惊悚,奇幻,古装","中国大陆,中国香港","汉语普通话,粤语",2011-04-19(中国大陆),98分钟,5.4,107704
35489675,济公之降龙降世,刘志江,"动画,奇幻,冒险",中国大陆,汉语普通话,2021-07-16(中国大陆),92分钟,4.5,17404
26341777,9号秘事 第二季 Inside No. 9 Season 2,,"喜剧,悬疑",英国,英语,,,9.1,83567
25708579,使徒行者,,"剧情,爱情,犯罪",中国香港,"粤语,汉语普通话",,,8.4,100460
2982064,风云,,"动作,奇幻,武侠",中国大陆,汉语普通话,,,7.6,60205
1301381,赌神3之少年赌神 賭神3之少年賭神,王晶,"剧情,喜剧,动作",中国香港,"粤语,英语",1996-12-14,102分钟,7.0,29441
27011763,灵能百分百II モブサイコ100 II,,"剧情,动画,奇幻",日本,日语,,,9.6,66739
1295646,大独裁者 The Great Dictator,查理·卓别林,"剧情,喜剧,战争",美国,"英语,世界语",1940-10-15,125 分钟,9.2,67715
1302770,阿基拉 Akira,大友克洋,"动作,科幻,动画",日本,日语,1988-07-16(日本),124分钟,8.5,75419
1294262,的士速递 Taxi,吉拉尔·皮雷,"喜剧,动作,犯罪",法国,"法语,德语,韩语,葡萄牙语",1998-04-08(法国),86分钟,7.8,75382
25798411,神探夏洛克：福至如归 Sherlock Mini Episode - Many Happy Returns,马克·加蒂斯,"剧情,悬疑,惊悚,犯罪",英国,英语,2013-12-24(英国),7分钟,9.2,35210
1297478,上帝也疯狂 The Gods Must Be Crazy,加美·尤伊斯,喜剧,"南非,博茨瓦纳","英语,南非荷兰语,Ungwatsi",1980-09-10(南非),109 分钟,8.7,131822
35243063,天国与地狱 天国と地獄 ～サイコな2人～,,"悬疑,犯罪",日本,日语,,,7.9,40771
1308974,偷心 Closer,迈克·尼科尔斯,"剧情,爱情","美国,英国",英语,2004-12-03(美国),104 分钟,7.8,155617
25933890,极盗车神 Baby Driver,埃德加·赖特,"动作,音乐,犯罪","英国,美国","英语,美国手语",2017-08-25(中国大陆),113分钟,7.0,154563
2567646,福音战士新剧场版：破 ヱヴァンゲリヲン新劇場版：破,庵野秀明,"剧情,科幻,动画",日本,日语,2009-06-27(日本),108分钟,9.3,71250
1299062,坏孩子的天空 キッズ・リターン,北野武,"剧情,犯罪,运动",日本,日语,1996-07-27(日本),107分钟,8.5,92293
26910059,我在故宫修文物,萧寒,纪录片,中国大陆,汉语普通话,2016-12-16(中国大陆),86分钟,7.6,41340
26140241,咱们结婚吧,刘江,"喜剧,爱情",中国大陆,"汉语普通话,意大利语",2015-04-02(中国大陆),127分钟,5.9,84079
1305666,时时刻刻 The Hours,史蒂芬·戴德利,"剧情,传记","美国,英国",英语,2002-12-27(美国),110分钟,8.6,139555
1298817,淘金记 The Gold Rush,查理·卓别林,"喜剧,爱情,西部,冒险",美国,英语,1925-06-26(美国),95分钟(默片版),9.2,49390
2157188,倚天剑屠龙刀 倚天屠龍記,,"武侠,古装",中国香港,粤语,,,8.6,60632
1295872,西北偏北 North by Northwest,阿尔弗雷德·希区柯克,"悬疑,惊悚,冒险",美国,"英语,法语",1959-07-17(美国),136分钟,8.3,91548
1302109,12夜,林爱华,"剧情,爱情",中国香港,粤语,2000-04-20(中国香港),92分钟,8.2,97676
1302434,机动部队 PTU,杜琪峰,"剧情,犯罪",中国香港,粤语,2003-04-17(中国香港),88分钟,8.1,84011
1305456,不忠 Unfaithful,阿德里安·莱恩,"剧情,惊悚,情色,家庭","美国,德国,法国","英语,法语",2002-05-10(美国),124 分钟,7.6,51314
1419974,玩命快递2 Transporter 2,路易斯·莱特里尔,"动作,犯罪","法国,美国,德国","英语,法语,意大利语",2005-08-03(法国),87分钟,7.4,85265
25747204,长安道,李骏,"剧情,悬疑,犯罪",中国大陆,汉语普通话,2019-11-15(中国大陆),113分钟,6.0,46872
30336307,俑之城,丁亮,"动画,奇幻,冒险",中国大陆,汉语普通话,2021-07-09(中国大陆),111分钟,5.8,22372
34462775,#活着 #살아있다,赵一亨,"动作,惊悚,灾难",韩国,韩语,2020-06-24(韩国),98分钟,5.7,109358
30304086,触及真心 진심이 닿다,,"剧情,喜剧,爱情",韩国,韩语,,,7.7,83575
1309088,活死人黎明 Dawn of the Dead,扎克·施奈德,"动作,科幻,恐怖","美国,加拿大,日本,法国",英语,2004-03-19(美国),101 分钟,7.5,82685
30367642,猎鹰与冬兵 The Falcon and the Winter Soldier,,"剧情,动作,科幻,冒险",美国,英语,,,7.5,55654
1945336,通缉令 Wanted,提莫·贝克曼贝托夫,"动作,犯罪,奇幻","美国,德国",英语,2008-10-09(中国大陆),110 分钟,7.4,171382
35073682,刑侦日记 刑偵日記,,"悬疑,犯罪",中国香港,粤语,,,7.4,43293
26614088,老九门,,"剧情,悬疑",中国大陆,汉语普通话,,,6.7,106504
33457717,大红包,李克龙,"喜剧,爱情",中国大陆,汉语普通话,2021-01-22(中国大陆),122分钟,4.7,39555
35086539,狗果定理,周翀,"剧情,喜剧",中国大陆,汉语普通话,2021-09-19(中国大陆),100分钟,2.9,1911
35161255,伍六七之玄武国篇,,"剧情,喜剧,动作,动画",中国大陆,汉语普通话,,,9.0,50881
2369845,嫌疑人X的献身 容疑者Xの献身,西谷弘,"剧情,悬疑,犯罪",日本,日语,2008-10-04(日本),128分钟,8.4,198759
3158990,海角七号 海角七號,魏德圣,"剧情,喜剧,爱情",中国台湾,"汉语普通话,闽南语,日语,英语",2009-02-14(中国大陆),Taiwan: 129 分钟,7.6,239729
10827341,疯狂外星人 Home,提姆·约翰森,"喜剧,科幻,动画,冒险",美国,英语,2015-04-24(中国大陆),94分钟,7.4,72165
26766869,鹬 Piper,,"动画,短片",美国,无对白,,,9.4,132802
11516684,请回答1997 응답하라1997,,"剧情,喜剧,爱情",韩国,"釜山方言,韩语",,,8.9,122315
25880937,轻松自由 Libre et assoupi,本杰明·格德杰,喜剧,法国,法语,2014-05-07(法国),93分钟,8.3,41223
4206436,战马 War Horse,史蒂文·斯皮尔伯格,"剧情,战争",美国,"英语,德语",2012-02-28(中国大陆),146分钟,8.2,217528
1295045,天才瑞普利 The Talented Mr. Ripley,安东尼·明格拉,"剧情,惊悚,犯罪",美国,"英语,意大利语",1999-12-25(美国),139分钟,8.2,142042
3075983,电锯惊魂6 Saw VI,凯文·格劳特,"悬疑,惊悚,恐怖","美国,加拿大",英语,2009-10-23(美国),90分钟,7.9,98739
26764928,脸庞，村庄 Visages villages,阿涅斯·瓦尔达,纪录片,法国,法语,2017-05-19(戛纳电影节),93分钟,9.1,74136
1870436,舒克和贝塔,,"动画,儿童",中国大陆,汉语普通话,,,8.8,81720
24741412,哪啊哪啊神去村 WOOD JOB！神去なあなあ日常,矢口史靖,"剧情,喜剧",日本,日语,2014-05-10(日本),116分钟,8.6,149369
2210236,济公,,"喜剧,奇幻,古装",中国大陆,汉语普通话,,,8.5,46397
3104794,赤焰战场 Red,罗伯特·斯文克,"喜剧,动作,惊悚,犯罪","美国,中国大陆","英语,俄语",2011-04-01(中国大陆),111分钟(美国),7.6,97381
35131294,心惊胆战的同居 간 떨어지는 동거,,"剧情,喜剧,爱情,奇幻",韩国,韩语,,,7.5,29352
4724373,死神来了5 Final Destination 5,史蒂文·奎里,"惊悚,恐怖","美国,加拿大","英语,粤语",2011-08-12,92分钟,6.8,107571
30389258,月半爱丽丝,张林子,"喜剧,爱情,奇幻",中国大陆,汉语普通话,2020-10-30(中国大陆),104分钟,3.4,23950
1306664,共同警备区 공동경비구역 JSA,朴赞郁,剧情,韩国,"韩语,英语,德语",2000-09-09(韩国),110分钟,8.8,84813
33425663,人间课堂 인간수업,,"剧情,犯罪",韩国,韩语,,,8.3,41330
25855071,初恋这首情歌 Sing Street,约翰·卡尼,"剧情,爱情,音乐","爱尔兰,英国,美国","英语,法语,拉丁语",2020-08-07(中国大陆),106分钟,8.2,111347
35326260,第二名的逆袭 第二名的逆襲,,"爱情,同性",中国台湾,汉语普通话,,,8.2,40531
3878157,电锯惊魂7 Saw 3D: The Final Chapter,凯文·格劳特,"悬疑,惊悚,恐怖","美国,加拿大",英语,2010-10-29(美国),90分钟,7.7,95008
26600660,分裂 Split,M·奈特·沙马兰,"悬疑,惊悚,犯罪",美国,英语,2016-12-26(奇幻电影节),117分钟,7.4,116816
1966464,苹果,李玉,"剧情,情色",中国大陆,汉语普通话,2007-02-16(柏林电影节),112 分钟,6.7,107775
1293071,野草莓 Smultronstället,英格玛·伯格曼,"剧情,爱情,家庭",瑞典,"瑞典语,拉丁语",1957-12-26(瑞典),91分钟,8.8,55910
1849959,怒火攻心 Crank,马克·耐沃尔代,"动作,惊悚,犯罪",美国,"英语,西班牙语,韩语",2006-09-01(美国),88分钟,7.4,86095
1299247,007之明日帝国 Tomorrow Never Dies,罗杰·斯波蒂斯伍德,"动作,惊悚,冒险","英国,美国","英语,德语,丹麦语,汉语普通话,粤语",1997-12-09(伦敦首映),119 分钟,7.4,38905
26461145,一把青,,"剧情,爱情",中国台湾,汉语普通话,,,9.3,69580
1307697,芝加哥 Chicago,罗伯·马歇尔,"喜剧,歌舞,犯罪","美国,德国","英语,匈牙利语",2002-12-27(美国),113 分钟,8.9,138678
1292270,梦之安魂曲 Requiem for a Dream,达伦·阿伦诺夫斯基,剧情,美国,英语,2000-05-14(戛纳电影节),102分钟,8.8,181372
26718828,勇往直前 Only the Brave,约瑟夫·科辛斯基,"剧情,传记,灾难",美国,英语,2017-12-08(中国大陆),134分钟,8.3,86210
26946395,相思,彭擎政,"动画,短片",中国大陆,汉语普通话,2016-12-23(中国大陆),10分钟,8.2,31864
5985888,少年菀得 완득이,李翰,"剧情,动作,运动",韩国,韩语,2011-10-20(韩国),110分钟,8.2,28620
1298128,西雅图未眠夜 Sleepless in Seattle,诺拉·艾芙隆,"剧情,喜剧,爱情",美国,英语,1993-06-25(美国),105分钟,7.9,220163
2131654,诸神之战 Clash of the Titans,路易斯·莱特里尔,"动作,奇幻,冒险",美国,英语,2010-04-16(中国大陆),106分钟,6.2,108079
26846856,好兆头 第一季 Good Omens Season 1,,"剧情,喜剧,奇幻","英国,美国",英语,,,8.8,81276
1309071,天国王朝 Kingdom of Heaven,雷德利·斯科特,"剧情,历史,战争","英国,德国,西班牙,摩洛哥,美国,意大利,法国","英语,阿拉伯语,拉丁语,意大利语",2005-05-06(美国),144分钟,8.6,96167
1296987,安妮·霍尔 Annie Hall,伍迪·艾伦,"剧情,喜剧,爱情",美国,"英语,德语",1977-04-20,93 分钟,8.6,91227
26445216,军舰岛 군함도,柳昇完,"剧情,动作,历史",韩国,韩语,2017-07-26(韩国),132分钟,7.9,67541
1296992,洛丽塔 Lolita,斯坦利·库布里克,"剧情,爱情,情色","美国,英国","英语,法语,西班牙语,德语",1962-06-13(纽约首映),153分钟,7.8,91785
2311147,绝代双骄,,"剧情,武侠,古装","中国台湾,中国大陆",汉语普通话,,,7.6,63469
20444530,我想和你好好的,李蔚然,"剧情,爱情",中国大陆,汉语普通话,2013-10-12(中国大陆),96分钟,6.0,90738
1922656,法证先锋 法證先鋒,,"剧情,犯罪",中国香港,粤语,,,8.7,78402
35230696,永远的第一名 永遠的第一名,,"爱情,同性",中国台湾,汉语普通话,,,8.3,49743
27000084,变身特工 Spies in Disguise,尼克·布鲁诺,"喜剧,动作,科幻,动画",美国,"英语,日语",2020-01-03(中国大陆),102分钟,7.3,65238
1460996,十兄弟,李力持,"喜剧,动作,奇幻,冒险",中国香港,"粤语,汉语普通话,英语",1995-12-23(中国香港),100分钟,6.9,64045
10440076,最后的巫师猎人 The Last Witch Hunter,布瑞克·埃斯纳尔,"动作,奇幻,冒险",美国,英语,2016-01-15(中国大陆),107分钟,5.9,54458
26933158,阳光劫匪,李玉,"喜剧,奇幻",中国大陆,汉语普通话,2021-05-01(中国大陆),107分钟,3.6,30591
1296717,夺宝奇兵 Raiders of the Lost Ark,史蒂文·斯皮尔伯格,"动作,冒险",美国,"英语,德语,希伯来语,西班牙语,阿拉伯语,尼泊尔语",1981-06-12(美国),115分钟,7.9,83269
4133814,线人 綫人,林超贤,"剧情,动作,惊悚","中国香港,中国大陆","粤语,汉语普通话",2010-08-24,113分钟,7.4,136348
26362351,濑户内海 セトウツミ,大森立嗣,"剧情,喜剧",日本,日语,2016-06-12(上海电影节),75分钟,8.3,91720
27025177,死侍：危险行为 Deadpool: No Good Deed,大卫·雷奇,"喜剧,短片,犯罪",美国,英语,2017-03-03,4分钟,8.3,18405
10741220,布鲁克林 Brooklyn,约翰·克劳利,"剧情,爱情","英国,加拿大,爱尔兰","英语,拉丁语",2015-01-26(圣丹斯电影节),111分钟(英国),7.9,108359
27193043,一条狗的回家路 A Dog's Way Home,查尔斯·马丁·史密斯,"剧情,冒险","中国大陆,美国",英语,2019-01-18(中国大陆),96分钟,6.8,37153
27622822,火星生活 라이프 온 마스,,"科幻,悬疑,犯罪",韩国,韩语,,,8.9,73485
35158157,好好拍电影 好好拍電影,文念中,纪录片,中国香港,"粤语,汉语普通话",2020-12-03(中国香港),111分钟,8.9,9615
3685955,诈欺游戏2 ライアーゲーム2,,"悬疑,犯罪",日本,日语,,,8.5,33691
2239286,宰相刘罗锅,,"喜剧,古装",中国大陆,汉语普通话,,,8.3,57253
26933158,阳光劫匪,李玉,"喜剧,奇幻",中国大陆,汉语普通话,2021-05-01(中国大陆),107分钟,3.6,30591
1296717,夺宝奇兵 Raiders of the Lost Ark,史蒂文·斯皮尔伯格,"动作,冒险",美国,"英语,德语,希伯来语,西班牙语,阿拉伯语,尼泊尔语",1981-06-12(美国),115分钟,7.9,83270
4133814,线人 綫人,林超贤,"剧情,动作,惊悚","中国香港,中国大陆","粤语,汉语普通话",2010-08-24,113分钟,7.4,136348
26362351,濑户内海 セトウツミ,大森立嗣,"剧情,喜剧",日本,日语,2016-06-12(上海电影节),75分钟,8.3,91720
27025177,死侍：危险行为 Deadpool: No Good Deed,大卫·雷奇,"喜剧,短片,犯罪",美国,英语,2017-03-03,4分钟,8.3,18405
10741220,布鲁克林 Brooklyn,约翰·克劳利,"剧情,爱情","英国,加拿大,爱尔兰","英语,拉丁语",2015-01-26(圣丹斯电影节),111分钟(英国),7.9,108361
27193043,一条狗的回家路 A Dog's Way Home,查尔斯·马丁·史密斯,"剧情,冒险","中国大陆,美国",英语,2019-01-18(中国大陆),96分钟,6.8,37153
27622822,火星生活 라이프 온 마스,,"科幻,悬疑,犯罪",韩国,韩语,,,8.9,73486
35158157,好好拍电影 好好拍電影,文念中,纪录片,中国香港,"粤语,汉语普通话",2020-12-03(中国香港),111分钟,8.9,9615
3685955,诈欺游戏2 ライアーゲーム2,,"悬疑,犯罪",日本,日语,,,8.5,33691
2239286,宰相刘罗锅,,"喜剧,古装",中国大陆,汉语普通话,,,8.3,57254
1306808,咒怨 呪怨,清水崇,"悬疑,恐怖",日本,日语,2002-10-18(Screamfest恐怖电影节),92 分钟,7.5,137833
10746175,惊天危机 White House Down,罗兰·艾默里奇,"动作,灾难",美国,英语,2013-07-22(中国大陆),132分钟(中国大陆),7.3,120650
10562987,美女与野兽 La belle et la bête,克里斯多夫·甘斯,"爱情,奇幻","法国,德国",法语,2014-09-12(中国大陆),112分钟,6.8,42351
25755645,老男孩猛龙过江,肖央,"剧情,喜剧",中国大陆,"汉语普通话,英语,韩语,山东方言,意大利语",2014-07-10(中国大陆),114分钟(网络版),5.7,128219
33454993,名侦探柯南：绯色的子弹 名探偵コナン 緋色の弾丸,永冈智佳,"动作,动画,悬疑,冒险",日本,"日语,英语",2021-04-17(中国大陆),110分钟,5.6,106076
1298962,一条安达鲁狗 Un chien andalou,路易斯·布努埃尔,"短片,奇幻",法国,法语,1929-06-06(法国),16分钟,8.2,41236
26657126,不成问题的问题,梅峰,剧情,"中国大陆,法国","汉语普通话,北京话,重庆话,上海话",2017-11-21(中国大陆),133分钟,8.1,95326
24827545,大唐荣耀,,"剧情,爱情,古装",中国大陆,汉语普通话,,,7.0,95811
4154669,痞子英雄之全面开战 痞子英雄,蔡岳勋,"剧情,动作,犯罪","中国大陆,中国台湾",汉语普通话,2012-06-19(中国大陆),155分钟,6.3,86154
3097352,剃头匠,哈斯朝鲁,"剧情,传记",中国大陆,汉语普通话,2006-10-24,100分钟,9.2,17013
33401926,啊！因为是男高，所以很幸福 아 남고라서 행복하다,,"喜剧,短片",韩国,韩语,,,9.0,71998
1292925,伴我同行 Stand by Me,罗伯·莱纳,"剧情,儿童,冒险",美国,英语,1986-08-08(美国),89分钟,8.9,99501
35259422,以你的心诠释我的爱 第二季 แปลรักฉันด้วยใจเธอ Part 2,,"爱情,同性",泰国,泰语,,,4.5,76246
3284269,夏目友人帐 第二季 続 夏目友人帳,,"剧情,动画,奇幻",日本,日语,,,9.5,101873
35161101,都市男女的爱情法则 도시남녀 사랑법,,爱情,韩国,韩语,,,8.5,25694
35410203,瓦尼塔斯的笔记 ヴァニタスの手記,,"动画,奇幻",日本,日语,,,7.8,4064
3606973,地心历险记2：神秘岛 Journey 2: The Mysterious Island,布拉德·佩顿,"动作,科幻,冒险",美国,英语,2012-02-10(中国大陆/美国),94分钟,6.4,79289
27069428,有翡,,"剧情,武侠,古装",中国大陆,汉语普通话,,,5.6,337864
27200859,来自远方 Come from Away,克里斯托弗·阿什利,歌舞,美国,英语,2021-09-10(美国网络),107分钟,9.1,5539
26773744,相爱相亲,张艾嘉,"剧情,爱情,家庭","中国大陆,中国台湾",汉语普通话,2017-11-03(中国大陆),120分钟,8.3,157300
26389601,猎凶风河谷 Wind River,泰勒·谢里丹,"剧情,悬疑,犯罪","英国,加拿大,美国",英语,2017-01-21(圣丹斯电影节),107分钟,7.8,71390
1292843,黄飞鸿之西域雄狮 黃飛鴻之西域雄獅,洪金宝,"动作,历史,西部,冒险,武侠,古装",中国香港,"粤语,英语",1997-02-01,102分钟,7.0,40192
4116481,极乐空间 Elysium,尼尔·布洛姆坎普,"剧情,动作,科幻",美国,"英语,法语,西班牙语,南非语",2013-09-05(中国大陆),109分钟,6.4,95437
3991933,深夜食堂,,剧情,日本,日语,,,9.2,168198
1790577,放·逐,杜琪峰,"惊悚,犯罪",中国香港,粤语,2006-10-19(中国香港),108分钟,8.2,105315
25753326,巴霍巴利王：开端 Baahubali: The Beginning,S·S·拉贾穆里,"剧情,动作,奇幻",印度,"泰卢固语,泰米尔语,印地语,马拉雅拉姆语",2016-07-22(中国大陆),129分钟(中国大陆),7.5,51884
1315316,无间道风云 The Departed,马丁·斯科塞斯,"剧情,惊悚,犯罪","美国,中国香港","英语,粤语",2006-10-06(美国/中国香港),151分钟,7.3,120707
1878605,大时代 大時代,,剧情,中国香港,粤语,,,9.3,74555
30201281,纸钞屋 第三季 La casa de papel Season 3,,"动作,悬疑,惊悚,犯罪",西班牙,"西班牙语,俄语,塞尔维亚语,英语",,,9.0,18932
1307542,火柴人 Matchstick Men,雷德利·斯科特,"剧情,喜剧,犯罪","美国,英国",英语,2003-09-12(美国),116 分钟,8.2,136378
1293167,生死时速 Speed,扬·德·邦特,"动作,惊悚,犯罪,冒险",美国,英语,1994-06-10(美国),116分钟,8.2,112908
27121248,六人-泰坦尼克上的中国幸存者 The Six,罗飞,纪录片,中国大陆,"英语,汉语普通话,粤语",2021-04-16(中国大陆),102分钟,8.2,22931
26946510,犯罪都市 범죄도시,姜允成,"动作,犯罪",韩国,"韩语,汉语普通话",2017-10-03(韩国),121分钟,7.7,61038
25782633,名侦探柯南：异次元的狙击手 名探偵コナン 異次元の狙撃手,静野孔文,"动画,悬疑,犯罪",日本,日语,2014-04-19(日本),110分钟,6.9,54767
25785314,爸爸去哪儿,谢涤葵,"喜剧,家庭,儿童",中国大陆,汉语普通话,2014-01-31(中国大陆),95分钟,5.8,87074
35265494,春光灿烂猪八戒,蒋程,"喜剧,爱情,奇幻,冒险",中国大陆,汉语普通话,2021-10-17(中国大陆),79分钟,3.1,929
1968790,福音战士新剧场版：序 ヱヴァンゲリヲン新劇場版：序,庵野秀明,"剧情,科幻,动画",日本,日语,2007-09-01(日本),98分钟,9.1,65895
1308741,独自等待,伍仕贤,"剧情,喜剧,爱情",中国大陆,汉语普通话,2005-09-08(中国大陆),107 分钟,8.2,194957
1295292,哥斯拉 Godzilla,罗兰·艾默里奇,"动作,科幻,冒险,灾难","美国,日本","英语,法语,日语,俄语,西班牙语",1998-05-20,139 分钟,7.2,74243
26603666,妈妈咪鸭,赵锐,"喜剧,动画,家庭,冒险","中国大陆,美国","汉语普通话,英语",2018-03-09(中国大陆),90分钟,7.1,32721
26794215,我们这一天 第一季 This Is Us Season 1,,"剧情,家庭",美国,英语,,,9.5,160760
34961898,汉密尔顿 Hamilton,托马斯·凯尔,"歌舞,历史",美国,英语,2020-07-03(美国),160分钟,9.5,57007
3335371,小蝌蚪找妈妈,特伟,"动画,短片",中国大陆,汉语普通话,1960,15分钟,8.9,92099
35236742,明日创作计划,,真人秀,中国大陆,汉语普通话,,,5.7,4020
35470732,少年说唱企划,,"音乐,真人秀",中国大陆,汉语普通话,,,5.4,2904
25713420,钟馗伏魔：雪妖魔灵,鲍德熹,"动作,爱情,奇幻","中国大陆,中国香港,美国",汉语普通话,2015-02-19(中国大陆),118分钟,4.3,79985
33426097,在劫难逃,,"剧情,科幻,悬疑,犯罪",中国大陆,汉语普通话,,,6.0,99654
1299769,第六感生死缘 Meet Joe Black,马丁·布莱斯特,"剧情,爱情,悬疑,奇幻",美国,英语,1998-11-13(美国),178分钟,8.0,87437
1293171,入侵脑细胞 The Cell,塔西姆·辛,"科幻,惊悚,恐怖","美国,德国",英语,2000-08-17(美国),107分钟,7.6,48661
1308751,特洛伊 Troy,沃尔夫冈·彼德森,"动作,爱情","美国,马耳他,英国",英语,2004-06-12(中国大陆),163分钟,7.5,134699
1307542,火柴人 Matchstick Men,雷德利·斯科特,"剧情,喜剧,犯罪","美国,英国",英语,2003-09-12(美国),116 分钟,8.2,136378
1293167,生死时速 Speed,扬·德·邦特,"动作,惊悚,犯罪,冒险",美国,英语,1994-06-10(美国),116分钟,8.2,112908
27121248,六人-泰坦尼克上的中国幸存者 The Six,罗飞,纪录片,中国大陆,"英语,汉语普通话,粤语",2021-04-16(中国大陆),102分钟,8.2,22931
26946510,犯罪都市 범죄도시,姜允成,"动作,犯罪",韩国,"韩语,汉语普通话",2017-10-03(韩国),121分钟,7.7,61038
25782633,名侦探柯南：异次元的狙击手 名探偵コナン 異次元の狙撃手,静野孔文,"动画,悬疑,犯罪",日本,日语,2014-04-19(日本),110分钟,6.9,54767
25785314,爸爸去哪儿,谢涤葵,"喜剧,家庭,儿童",中国大陆,汉语普通话,2014-01-31(中国大陆),95分钟,5.8,87074
35265494,春光灿烂猪八戒,蒋程,"喜剧,爱情,奇幻,冒险",中国大陆,汉语普通话,2021-10-17(中国大陆),79分钟,3.1,929
1968790,福音战士新剧场版：序 ヱヴァンゲリヲン新劇場版：序,庵野秀明,"剧情,科幻,动画",日本,日语,2007-09-01(日本),98分钟,9.1,65895
1308741,独自等待,伍仕贤,"剧情,喜剧,爱情",中国大陆,汉语普通话,2005-09-08(中国大陆),107 分钟,8.2,194957
1295292,哥斯拉 Godzilla,罗兰·艾默里奇,"动作,科幻,冒险,灾难","美国,日本","英语,法语,日语,俄语,西班牙语",1998-05-20,139 分钟,7.2,74243
26603666,妈妈咪鸭,赵锐,"喜剧,动画,家庭,冒险","中国大陆,美国","汉语普通话,英语",2018-03-09(中国大陆),90分钟,7.1,32721
26794215,我们这一天 第一季 This Is Us Season 1,,"剧情,家庭",美国,英语,,,9.5,160760
34961898,汉密尔顿 Hamilton,托马斯·凯尔,"歌舞,历史",美国,英语,2020-07-03(美国),160分钟,9.5,57007
3335371,小蝌蚪找妈妈,特伟,"动画,短片",中国大陆,汉语普通话,1960,15分钟,8.9,92099
35236742,明日创作计划,,真人秀,中国大陆,汉语普通话,,,5.7,4020
35470732,少年说唱企划,,"音乐,真人秀",中国大陆,汉语普通话,,,5.4,2904
25713420,钟馗伏魔：雪妖魔灵,鲍德熹,"动作,爱情,奇幻","中国大陆,中国香港,美国",汉语普通话,2015-02-19(中国大陆),118分钟,4.3,79985
33426097,在劫难逃,,"剧情,科幻,悬疑,犯罪",中国大陆,汉语普通话,,,6.0,99654
1299769,第六感生死缘 Meet Joe Black,马丁·布莱斯特,"剧情,爱情,悬疑,奇幻",美国,英语,1998-11-13(美国),178分钟,8.0,87437
1293171,入侵脑细胞 The Cell,塔西姆·辛,"科幻,惊悚,恐怖","美国,德国",英语,2000-08-17(美国),107分钟,7.6,48661
1308751,特洛伊 Troy,沃尔夫冈·彼德森,"动作,爱情","美国,马耳他,英国",英语,2004-06-12(中国大陆),163分钟,7.5,134699
4767216,憨豆特工2 Johnny English Reborn,奥利弗·帕克,喜剧,"美国,法国,英国",英语,2011-10-07(英国),100分钟,7.2,77945
30314127,惊天营救 Extraction,山姆·哈格雷夫,"动作,惊悚,犯罪",美国,"英语,印地语,孟加拉语",2020-04-24(美国),116分钟,7.1,82602
35004570,哲仁王后 철인왕후,,"喜剧,奇幻,古装",韩国,韩语,,,6.9,39396
34911053,纸钞屋 第四季 La casa de papel Season 4,,"剧情,动作,悬疑,犯罪",西班牙,西班牙语,,,9.1,17378
1297294,迷魂记 Vertigo,阿尔弗雷德·希区柯克,"爱情,悬疑,惊悚",美国,英语,1958-05-09(美国),128 分钟,8.7,106861
2567647,福音战士新剧场版：Q ヱヴァンゲリヲン新劇場版：Q,庵野秀明,"剧情,科幻,动画",日本,日语,2012-11-17(日本),96分钟,8.4,58545
35131278,文森佐 빈센조,,"剧情,喜剧,动作,爱情",韩国,韩语,,,7.8,24783
